Time(s),T1(DegC),Wall Temp(DegC),Top Plate(DegC),Bottom Plate(DegC),P1(PSI),P2(PSI),Mass Flowrate(g/min),Heater Energy (kJ)
204.50,60.10,32.60,30.20,27.50,44.00,2.20,0.00,94.80
204.60,60.10,32.60,30.20,27.50,43.70,2.40,0.00,94.80
204.70,59.90,32.60,30.00,27.40,44.20,2.20,0.00,94.80
204.80,60.00,32.50,30.30,27.50,44.20,2.20,0.00,94.80
204.90,60.00,32.50,30.30,27.50,44.20,2.00,0.00,94.80
205.00,60.00,32.60,30.10,27.40,43.90,2.00,0.00,94.80
205.10,60.00,32.60,30.10,27.40,44.00,1.70,0.00,94.90
205.20,59.80,32.50,30.30,27.40,43.60,2.20,0.00,94.90
205.30,60.10,32.50,30.20,27.40,44.00,3.00,0.00,94.90
205.40,60.10,32.50,30.20,27.40,44.50,2.50,0.00,94.90
205.50,59.90,32.50,30.30,27.30,44.70,2.40,0.00,94.90
205.60,60.00,32.60,30.30,27.50,44.00,2.50,0.00,94.90
205.70,60.00,32.60,30.30,27.50,44.00,2.50,0.00,94.90
205.80,59.80,32.40,30.00,27.30,43.60,2.20,0.00,94.90
205.90,59.90,32.40,30.10,27.30,43.90,2.80,0.00,94.90
206.00,59.90,32.40,30.10,27.30,43.90,2.50,0.00,94.90
206.10,59.90,32.70,30.30,27.40,44.20,2.00,0.00,95.00
206.20,59.90,32.60,30.20,27.30,44.00,2.00,0.00,95.00
206.30,59.90,32.60,30.20,27.30,43.90,2.40,0.00,95.00
206.40,60.00,32.60,30.10,27.30,44.50,2.40,0.00,95.00
206.50,60.00,32.60,30.20,27.40,44.00,2.50,0.00,95.00
206.60,60.00,32.60,30.20,27.40,44.00,2.50,0.00,95.00
206.70,59.90,32.60,30.20,27.40,44.00,2.40,0.00,95.00
206.80,59.80,32.60,30.10,27.40,44.40,2.20,0.00,95.00
206.90,59.80,32.60,30.10,27.40,43.70,2.20,0.00,95.00
207.00,59.70,32.50,30.10,27.40,43.70,2.50,0.00,95.00
207.10,59.70,32.50,30.10,27.40,44.20,2.50,0.00,95.10
207.20,59.70,32.50,30.10,27.30,43.90,1.90,0.00,95.10
207.30,60.00,32.60,30.20,27.50,44.20,2.40,0.00,95.10
207.40,60.00,32.60,30.20,27.50,44.00,2.20,0.00,95.10
207.50,59.90,32.60,30.20,27.40,44.00,2.40,0.00,95.10
207.60,59.90,32.60,30.20,27.40,44.00,2.40,0.00,95.10
207.70,59.80,32.60,30.10,27.40,44.50,2.00,0.00,95.10
207.80,59.70,32.50,30.10,27.20,44.70,2.50,0.00,95.10
207.90,59.70,32.50,30.10,27.20,44.40,2.70,0.00,95.10
208.00,59.90,32.60,30.20,27.40,44.00,2.40,0.00,95.10
208.10,59.90,32.60,30.10,27.40,43.60,2.20,0.00,95.30
208.20,59.90,32.60,30.10,27.40,43.60,2.40,0.00,95.30
208.30,60.10,32.70,30.40,27.50,44.00,2.40,0.00,95.30
208.40,59.80,32.60,30.20,27.30,44.00,2.20,0.00,95.30
208.50,59.80,32.60,30.20,27.30,44.00,1.90,0.00,95.30
208.60,60.00,32.50,30.10,27.40,44.00,2.00,0.00,95.30
208.70,60.10,32.60,30.30,27.50,44.00,2.40,0.00,95.30
208.80,60.10,32.60,30.30,27.50,43.90,1.70,0.00,95.30
208.90,60.10,32.70,30.30,27.40,43.90,2.20,0.00,95.30
209.00,60.00,32.50,30.30,27.30,43.90,2.80,0.00,95.30
209.10,60.00,32.50,30.30,27.30,43.90,2.00,0.00,95.40
209.20,59.90,32.50,30.20,27.40,44.00,2.00,0.00,95.40
209.30,59.80,32.50,30.10,27.30,43.60,1.90,0.00,95.40
209.40,59.80,32.50,30.10,27.30,43.70,2.40,0.00,95.40
209.50,60.00,32.60,30.30,27.50,43.70,2.40,0.00,95.40
209.60,60.00,32.60,30.30,27.50,43.70,2.40,0.00,95.40
209.70,60.00,32.60,30.20,27.40,44.20,2.70,0.00,95.40
209.80,60.10,32.70,30.20,27.40,44.20,2.40,0.00,95.40
209.90,60.10,32.70,30.20,27.40,43.60,2.40,0.00,95.40
210.00,59.80,32.60,30.20,27.50,43.70,2.20,0.00,95.40
210.10,60.00,32.60,30.30,27.30,44.00,1.90,0.00,95.50
210.20,60.00,32.60,30.30,27.30,44.50,1.90,0.00,95.50
210.30,59.90,32.70,30.10,27.30,43.70,2.40,0.00,95.50
210.40,59.70,32.60,30.30,27.50,43.70,2.40,0.00,95.50
210.50,59.70,32.60,30.30,27.50,44.20,2.40,0.00,95.50
210.60,59.90,32.60,30.30,27.40,44.20,2.20,0.00,95.50
210.70,59.80,32.60,30.30,27.30,43.90,2.40,0.00,95.50
210.80,59.80,32.60,30.30,27.30,41.90,2.20,0.00,95.50
210.90,59.80,32.70,30.20,27.40,44.20,2.00,0.00,95.50
211.00,59.60,32.50,30.10,27.30,43.60,2.40,0.00,95.50
211.10,59.60,32.50,30.10,27.30,43.90,2.40,0.00,95.70
211.20,59.80,32.50,30.30,27.40,44.00,2.00,0.00,95.70
211.30,59.80,32.50,30.30,27.40,44.00,2.20,0.00,95.70
211.40,59.90,32.60,30.10,27.40,44.00,2.20,0.00,95.70
211.50,59.80,32.60,30.20,27.50,43.90,2.00,0.00,95.70
211.60,59.80,32.60,30.30,27.50,43.70,2.00,0.00,95.70
211.70,59.80,32.60,30.30,27.50,44.00,2.50,0.00,95.70
211.80,59.60,32.60,30.10,27.40,44.00,2.00,0.00,95.70
211.90,59.70,32.70,30.30,27.40,43.90,2.50,0.00,95.70
212.00,59.70,32.70,30.30,27.40,43.70,2.40,0.00,95.70
212.10,59.70,32.50,30.20,27.40,44.40,3.10,0.00,95.70
212.20,59.60,32.70,30.10,27.40,44.00,2.20,0.00,95.90
212.30,59.60,32.70,30.10,27.40,44.00,2.20,0.00,95.90
212.40,59.80,32.60,30.30,27.50,43.60,1.90,0.00,95.90
212.50,59.80,32.60,30.30,27.50,43.90,2.20,0.00,95.90
212.60,59.70,32.60,30.20,27.40,43.70,2.20,0.00,95.90
212.70,59.80,32.60,30.20,27.30,43.90,2.00,0.00,95.90
212.80,59.80,32.60,30.20,27.30,44.40,2.80,0.00,95.90
212.90,59.60,32.50,30.20,27.40,43.70,2.20,0.00,95.90
213.00,59.90,32.60,30.20,27.40,44.00,0.70,0.00,95.90
213.10,59.90,32.60,30.20,27.40,44.00,3.60,0.00,96.10
213.20,59.70,32.60,30.10,27.40,44.00,3.60,0.00,96.10
213.30,59.70,32.70,30.30,27.40,43.70,2.00,0.00,96.10
213.40,59.70,32.70,30.30,27.40,43.60,2.40,0.00,96.10
213.50,59.70,32.70,30.20,27.50,44.40,2.20,0.00,96.10
213.60,59.70,32.70,30.20,27.50,43.70,2.00,0.00,96.10
213.70,59.80,32.70,30.30,27.40,43.90,1.90,0.00,96.10
213.80,59.80,32.60,30.20,27.40,44.00,2.20,0.00,96.10
213.90,59.80,32.60,30.20,27.40,44.40,2.00,0.00,96.10
214.00,59.90,32.60,30.30,27.40,44.00,2.00,0.00,96.10
214.10,59.90,32.60,30.30,27.40,44.50,1.70,0.00,96.30
214.20,59.70,32.70,30.30,27.30,44.50,1.70,0.00,96.30
214.30,59.70,32.70,30.20,27.40,43.90,2.20,0.00,96.30
214.40,59.70,32.70,30.20,27.40,43.90,2.50,0.00,96.30
214.50,59.60,32.70,30.20,27.40,44.00,2.40,0.00,96.30
214.60,59.60,32.70,30.30,27.40,43.70,2.00,0.00,96.30
214.70,59.60,32.70,30.30,27.40,44.20,1.70,0.00,96.30
214.80,59.80,32.70,30.30,27.40,43.70,2.00,0.00,96.30
214.90,59.70,32.70,30.20,27.30,43.90,2.40,0.00,96.30
215.00,59.70,32.70,30.20,27.30,43.60,2.20,0.00,96.30
215.10,59.80,32.70,30.30,27.50,43.60,2.20,0.00,96.50
215.20,59.70,32.60,30.20,27.30,44.50,1.90,0.00,96.50
215.30,59.70,32.60,30.20,27.30,44.20,2.20,0.00,96.50
215.40,59.80,32.80,30.30,27.40,44.00,2.40,0.00,96.50
215.50,59.60,32.70,30.40,27.40,44.20,2.20,0.00,96.50
215.60,59.60,32.70,30.40,27.40,43.90,2.00,0.00,96.50
215.70,59.70,32.70,30.40,27.50,44.00,2.20,0.00,96.50
215.80,59.70,32.70,30.30,27.40,44.20,2.40,0.00,96.50
215.90,59.70,32.70,30.30,27.40,44.00,2.40,0.00,96.50
216.00,59.90,32.60,30.30,27.40,44.00,2.40,0.00,96.50
216.10,59.90,32.60,30.30,27.40,44.00,2.50,0.00,96.50
216.20,59.90,32.90,30.40,27.70,44.00,2.40,0.00,96.70
216.30,59.70,32.70,30.30,27.50,44.00,2.50,0.00,96.70
216.40,59.70,32.70,30.30,27.50,43.70,2.20,0.00,96.70
216.50,59.60,32.70,30.30,27.30,43.70,2.00,0.00,96.70
216.60,59.60,32.70,30.30,27.50,43.70,2.50,0.00,96.70
216.70,59.60,32.70,30.30,27.50,42.00,2.50,0.00,96.70
216.80,59.70,32.80,30.30,27.50,43.90,2.00,0.00,96.70
216.90,59.60,32.60,30.20,27.40,43.90,2.00,0.00,96.70
217.00,59.60,32.60,30.20,27.40,44.00,2.40,0.00,96.70
217.10,59.70,32.70,30.30,27.40,43.90,2.70,0.00,96.70
217.20,59.60,32.70,30.30,27.40,43.70,2.50,0.00,96.90
217.30,59.60,32.70,30.30,27.40,43.90,2.20,0.00,96.90
217.40,59.70,32.70,30.20,27.40,43.90,2.20,0.00,96.90
217.50,59.60,32.70,30.30,27.50,44.40,2.40,0.00,96.90
217.60,59.60,32.70,30.30,27.50,43.70,2.70,0.00,96.90
217.70,59.80,32.80,30.30,27.50,44.20,3.00,0.00,96.90
217.80,59.80,32.80,30.30,27.40,44.20,3.00,0.00,96.90
217.90,59.80,32.80,30.30,27.40,44.40,2.20,0.00,96.90
218.00,59.90,32.80,30.30,27.40,43.70,2.00,0.00,96.90
218.10,59.90,32.90,30.40,27.50,44.20,2.00,0.00,96.90
218.20,59.90,32.90,30.40,27.50,43.90,1.70,0.00,97.10
218.30,59.50,32.80,30.30,27.50,43.90,2.00,0.00,97.10
218.40,59.70,32.70,30.30,27.40,44.00,2.20,0.00,97.10
218.50,59.70,32.70,30.30,27.40,44.20,2.20,0.00,97.10
218.60,59.90,32.90,30.30,27.40,43.90,2.40,0.00,97.10
218.70,59.70,32.80,30.30,27.50,44.00,2.00,0.00,97.10
218.80,59.70,32.80,30.30,27.50,44.00,2.00,0.00,97.10
218.90,59.80,32.80,30.30,27.30,43.90,2.80,0.00,97.10
219.00,59.60,32.70,30.20,27.40,43.40,2.00,0.00,97.10
219.10,59.60,32.70,30.20,27.40,43.90,2.00,0.00,97.10
219.20,60.00,32.80,30.30,27.40,44.00,2.00,0.00,97.30
219.30,60.00,32.80,30.30,27.40,44.40,2.00,0.00,97.30
219.40,59.90,32.80,30.30,27.50,44.20,2.20,0.00,97.30
219.50,59.80,32.90,30.30,27.40,44.20,2.70,0.00,97.30
219.60,59.80,32.90,30.30,27.40,43.70,2.70,0.00,97.30
219.70,59.60,32.80,30.30,27.50,43.70,2.70,0.00,97.30
219.80,59.80,32.80,30.30,27.40,44.20,2.20,0.00,97.30
219.90,59.80,32.80,30.30,27.40,43.60,2.50,0.00,97.30
220.00,59.70,32.70,30.30,27.40,44.00,2.50,0.00,97.30
220.10,59.80,32.80,30.40,27.50,44.70,2.00,0.00,97.30
220.20,59.80,32.80,30.40,27.50,44.00,2.50,0.00,97.50
220.30,59.70,32.70,30.30,27.40,43.90,2.00,0.00,97.50
220.40,59.80,32.90,30.40,27.50,44.00,2.50,0.00,97.50
220.50,59.80,32.90,30.40,27.50,44.00,2.20,0.00,97.50
220.60,59.80,32.80,30.30,27.50,44.00,2.20,0.00,97.50
220.70,59.90,32.80,30.30,27.40,44.20,1.90,0.00,97.50
220.80,59.90,32.80,30.30,27.40,44.20,1.90,0.00,97.50
220.90,59.70,32.80,30.40,27.30,44.50,2.40,0.00,97.50
221.00,59.60,32.80,30.40,27.40,43.70,2.50,0.00,97.50
221.10,59.60,32.80,30.40,27.40,43.60,1.70,0.00,97.50
221.20,59.80,32.90,30.30,27.50,44.20,1.60,0.00,97.70
221.30,59.80,32.90,30.30,27.50,43.90,2.20,0.00,97.70
221.40,59.70,32.70,30.10,27.40,43.90,2.40,0.00,97.70
221.50,59.70,32.80,30.30,27.50,43.70,2.20,0.00,97.70
221.60,59.60,32.80,30.40,27.40,43.70,2.20,0.00,97.70
221.70,59.60,32.80,30.40,27.40,44.20,2.00,0.00,97.70
221.80,59.60,32.80,30.30,27.40,44.40,1.90,0.00,97.70
221.90,59.70,32.80,30.30,27.40,43.90,2.50,0.00,97.70
222.00,59.70,32.80,30.30,27.40,43.70,2.80,0.00,97.70
222.10,59.60,32.90,30.30,27.40,43.70,2.00,0.00,97.70
222.20,59.70,32.80,30.30,27.40,43.60,2.00,0.00,97.90
222.30,59.70,32.80,30.30,27.40,43.60,2.20,0.00,97.90
222.40,59.70,32.70,30.20,27.40,44.00,2.80,0.00,97.90
222.50,59.70,32.70,30.20,27.40,44.00,2.80,0.00,97.90
222.60,59.90,32.90,30.40,27.60,43.70,2.50,0.00,97.90
222.70,59.70,32.80,30.30,27.50,44.00,2.00,0.00,97.90
222.80,59.70,32.80,30.30,27.50,44.00,2.00,0.00,97.90
222.90,59.60,32.90,30.40,27.50,43.90,2.00,0.00,97.90
223.00,59.80,32.90,30.40,27.50,43.70,2.20,0.00,97.90
223.10,59.80,32.90,30.40,27.50,44.40,2.20,0.00,97.90
223.20,59.80,32.80,30.30,27.50,44.20,2.40,0.00,98.10
223.30,59.80,32.90,30.30,27.50,43.90,2.50,0.00,98.10
223.40,59.80,32.90,30.30,27.50,43.90,2.50,0.00,98.10
223.50,59.60,32.90,30.40,27.50,44.00,3.00,0.00,98.10
223.60,59.60,32.90,30.40,27.50,45.10,2.00,0.00,98.10
223.70,59.70,32.90,30.30,27.50,43.90,2.40,0.00,98.10
223.80,59.60,32.80,30.30,27.30,43.60,2.20,0.00,98.10
223.90,59.80,33.00,30.40,27.50,43.90,2.40,0.00,98.10
224.00,59.80,33.00,30.40,27.50,43.60,2.40,0.00,98.10
224.10,59.60,32.80,30.30,27.50,43.70,2.40,0.00,98.10
224.20,59.70,33.00,30.50,27.50,44.40,2.40,0.00,98.30
224.30,59.70,33.00,30.50,27.50,44.50,2.70,0.00,98.30
224.40,59.70,32.90,30.40,27.50,44.50,2.70,0.00,98.30
224.50,59.70,32.90,30.40,27.50,43.90,2.40,0.00,98.30
224.60,59.90,33.00,30.40,27.50,44.00,2.20,0.00,98.30
224.70,59.70,32.80,30.20,27.40,43.70,2.00,0.00,98.30
224.80,59.80,32.90,30.40,27.60,43.70,2.20,0.00,98.30
224.90,59.80,32.90,30.40,27.60,43.60,2.20,0.00,98.30
225.00,59.70,32.90,30.30,27.60,42.40,2.20,0.00,98.30
225.10,59.70,32.90,30.30,27.60,43.90,2.50,0.00,98.30
225.20,59.80,33.00,30.40,27.50,43.70,2.20,0.00,98.50
225.30,59.60,33.00,30.40,27.50,43.70,1.90,0.00,98.50
225.40,59.60,33.00,30.40,27.50,43.30,2.20,0.00,98.50
225.50,59.60,32.90,30.40,27.40,43.70,2.00,0.00,98.50
225.60,59.60,32.80,30.20,27.40,44.00,1.40,0.00,98.50
225.70,59.60,32.80,30.20,27.40,43.70,2.20,0.00,98.50
225.80,59.80,32.90,30.50,27.60,44.20,2.50,0.00,98.50
225.90,59.70,33.00,30.30,27.40,44.40,2.20,0.00,98.50
226.00,59.70,33.00,30.30,27.40,44.00,2.20,0.00,98.50
226.10,59.60,32.90,30.30,27.50,44.00,2.00,0.00,98.50
226.20,59.60,32.90,30.30,27.50,44.00,2.00,0.00,98.70
226.30,59.90,33.00,30.30,27.50,43.90,2.70,0.00,98.70
226.40,59.80,32.80,30.30,27.40,44.20,2.40,0.00,98.70
226.50,59.80,32.80,30.30,27.40,44.20,2.70,0.00,98.70
226.60,59.70,32.90,30.40,27.50,43.70,2.00,0.00,98.70
226.70,59.70,33.00,30.40,27.50,44.00,2.50,0.00,98.70
226.80,59.70,33.00,30.40,27.50,44.40,1.90,0.00,98.70
226.90,59.70,32.90,30.30,27.40,43.90,1.90,0.00,98.70
227.00,59.80,33.00,30.40,27.50,44.00,2.00,0.00,98.70
227.10,59.80,33.00,30.40,27.50,43.90,2.50,0.00,98.70
227.20,59.70,33.00,30.30,27.60,43.90,2.50,0.00,98.90
227.30,59.70,32.90,30.40,27.40,44.20,2.40,0.00,98.90
227.40,59.70,32.90,30.40,27.40,44.70,2.40,0.00,98.90
227.50,59.60,32.90,30.30,27.50,43.60,2.40,0.00,98.90
227.60,59.70,33.00,30.40,27.50,44.00,2.70,0.00,98.90
227.70,59.70,33.00,30.40,27.50,43.70,2.00,0.00,98.90
227.80,59.70,33.00,30.40,27.40,44.00,2.50,0.00,98.90
227.90,59.80,32.90,30.40,27.40,44.00,2.40,0.00,98.90
228.00,59.80,32.90,30.40,27.40,44.40,1.70,0.00,98.90
228.10,59.70,32.90,30.30,27.40,44.40,1.70,0.00,98.90
228.20,59.70,33.00,30.40,27.50,44.00,2.50,0.00,99.10
228.30,59.70,33.00,30.40,27.50,43.70,2.00,0.00,99.10
228.40,59.70,33.00,30.40,27.40,44.20,2.40,0.00,99.10
228.50,59.60,32.90,30.30,27.40,44.50,1.90,0.00,99.10
228.60,59.60,32.90,30.30,27.40,43.90,2.80,0.00,99.10
228.70,59.70,32.90,30.40,27.50,44.40,1.90,0.00,99.10
228.80,59.80,32.90,30.40,27.40,44.40,2.40,0.00,99.10
228.90,59.80,32.90,30.40,27.40,44.50,2.20,0.00,99.10
229.00,59.80,33.00,30.40,27.60,44.50,2.20,0.00,99.10
229.10,59.80,33.00,30.40,27.50,43.90,1.90,0.00,99.10
229.20,59.80,33.00,30.40,27.50,44.20,1.60,0.00,99.30
229.30,59.60,32.80,30.30,27.30,44.00,2.50,0.00,99.30
229.40,59.90,32.90,30.30,27.50,44.40,2.50,0.00,99.30
229.50,59.90,32.90,30.30,27.50,44.00,2.40,0.00,99.30
229.60,59.80,33.00,30.40,27.60,44.40,3.60,0.00,99.30
229.70,59.80,33.00,30.40,27.50,43.70,2.20,0.00,99.30
229.80,59.80,33.00,30.40,27.50,44.00,2.50,0.00,99.30
229.90,59.60,32.90,30.30,27.40,44.00,2.50,0.00,99.30
230.00,59.60,32.90,30.30,27.40,43.60,2.40,0.00,99.30
230.10,59.80,33.10,30.50,27.50,44.00,2.20,0.00,99.30
230.20,59.90,32.90,30.40,27.50,44.00,1.90,0.00,99.50
230.30,59.90,32.90,30.40,27.50,43.70,1.90,0.00,99.50
230.40,60.00,33.00,30.50,27.50,44.20,2.20,0.00,99.50
230.50,59.70,33.00,30.30,27.40,44.00,2.20,0.00,99.50
230.60,59.70,33.00,30.30,27.40,45.30,1.90,0.00,99.50
230.70,59.80,33.20,30.40,27.60,43.70,1.70,0.00,99.50
230.80,59.70,33.00,30.40,27.50,43.70,1.70,0.00,99.50
230.90,59.70,33.00,30.40,27.50,43.90,2.40,0.00,99.50
231.00,59.90,33.00,30.40,27.60,44.20,1.90,0.00,99.50
231.10,59.80,33.00,30.40,27.50,43.90,1.70,0.00,99.50
231.20,59.80,33.00,30.40,27.50,43.70,2.20,0.00,99.70
231.30,59.70,32.80,30.40,27.40,43.70,1.70,0.00,99.70
231.40,59.80,33.00,30.30,27.40,44.50,2.20,0.00,99.70
231.50,59.80,33.00,30.30,27.40,43.90,2.40,0.00,99.70
231.60,59.80,33.00,30.40,27.50,44.20,3.40,0.00,99.70
231.70,60.00,33.00,30.40,27.50,43.90,2.50,0.00,99.70
231.80,60.00,33.00,30.40,27.50,43.90,2.50,0.00,99.70
231.90,59.90,33.00,30.40,27.60,44.50,1.70,0.00,99.70
232.00,59.90,33.00,30.40,27.60,43.70,2.40,0.00,99.70
232.10,59.90,33.10,30.40,27.50,44.20,2.20,0.00,99.70
232.20,59.80,33.10,30.40,27.50,43.30,2.20,0.00,99.90
232.30,59.80,33.10,30.40,27.50,44.00,2.00,0.00,99.90
232.40,59.90,33.10,30.40,27.50,42.80,2.40,0.00,99.90
232.50,59.90,33.10,30.40,27.50,44.20,2.00,0.00,99.90
232.60,60.00,33.00,30.40,27.50,44.40,2.40,0.00,99.90
232.70,59.80,33.00,30.50,27.40,43.70,1.90,0.00,99.90
232.80,59.80,33.00,30.50,27.40,43.70,2.70,0.00,99.90
232.90,59.90,33.10,30.50,27.60,43.90,2.50,0.00,99.90
233.00,59.90,33.20,30.50,27.50,43.90,2.50,0.00,99.90
233.10,59.90,33.20,30.50,27.50,43.70,2.20,0.00,99.90
233.20,59.90,33.00,30.50,27.50,43.70,0.20,0.00,99.90
233.30,59.90,33.00,30.50,27.60,43.70,2.40,0.00,100.10
233.40,59.90,33.00,30.50,27.60,44.00,2.70,0.00,100.10
233.50,60.00,33.10,30.50,27.60,43.30,2.80,0.00,100.10
233.60,60.00,33.10,30.50,27.60,44.00,2.40,0.00,100.10
233.70,59.80,33.00,30.40,27.40,44.00,2.40,0.00,100.10
233.80,59.90,33.00,30.40,27.50,43.90,2.40,0.00,100.10
233.90,59.90,33.00,30.40,27.50,43.90,2.20,0.00,100.10
234.00,60.00,33.20,30.40,27.40,44.20,3.00,0.00,100.10
234.10,59.80,33.10,30.50,27.50,44.00,2.50,0.00,100.10
234.20,59.80,33.10,30.50,27.50,44.00,2.20,0.00,100.10
234.30,59.70,33.10,30.40,27.40,43.70,2.00,0.00,100.30
234.40,59.80,33.00,30.30,27.50,43.70,2.20,0.00,100.30
234.50,59.80,33.00,30.30,27.50,44.40,3.00,0.00,100.30
234.60,59.80,33.10,30.40,27.40,44.40,3.00,0.00,100.30
234.70,60.00,33.00,30.30,27.40,44.20,2.40,0.00,100.30
234.80,60.00,33.00,30.30,27.40,44.20,2.40,0.00,100.30
234.90,59.80,33.00,30.50,27.30,43.70,2.50,0.00,100.30
235.00,59.70,33.20,30.40,27.50,43.90,2.00,0.00,100.30
235.10,59.70,33.20,30.40,27.50,44.50,2.20,0.00,100.30
235.20,59.70,33.10,30.50,27.40,43.70,2.40,0.00,100.30
235.30,59.90,33.10,30.40,27.50,43.70,1.90,0.00,100.50
235.40,59.90,33.10,30.40,27.50,43.70,2.70,0.00,100.50
235.50,59.80,33.10,30.50,27.50,43.70,2.70,0.00,100.50
235.60,59.60,33.10,30.40,27.30,43.70,2.70,0.00,100.50
235.70,59.60,33.10,30.40,27.30,44.00,2.40,0.00,100.50
235.80,59.50,33.10,30.40,27.50,43.90,2.70,0.00,100.50
235.90,59.70,33.20,30.40,27.50,43.70,2.40,0.00,100.50
236.00,59.70,33.20,30.40,27.50,43.40,1.90,0.00,100.50
236.10,59.80,33.10,30.50,27.50,43.90,2.70,0.00,100.50
236.20,59.70,33.20,30.50,27.40,43.90,2.00,0.00,100.50
236.30,59.70,33.20,30.50,27.40,43.60,2.40,0.00,100.70
236.40,59.50,33.00,30.40,27.40,43.90,2.40,0.00,100.70
236.50,59.50,33.00,30.40,27.40,43.90,2.40,0.00,100.70
236.60,59.50,33.10,30.40,27.50,44.00,2.40,0.00,100.70
236.70,59.50,33.10,30.40,27.50,43.70,2.40,0.00,100.70
236.80,59.50,33.10,30.50,27.50,43.70,2.00,0.00,100.70
236.90,59.50,33.10,30.50,27.50,44.00,2.70,0.00,100.70
237.00,59.60,33.40,30.50,27.50,43.70,2.80,0.00,100.70
237.10,59.60,33.40,30.50,27.50,43.70,2.70,0.00,100.70
237.20,59.50,33.10,30.40,27.50,43.60,2.50,0.00,100.70
237.30,59.50,33.20,30.60,27.60,43.70,2.20,0.00,100.90
237.40,59.50,33.20,30.60,27.60,43.70,2.20,0.00,100.90
237.50,59.60,33.20,30.50,27.50,43.60,2.40,0.00,100.90
237.60,59.60,33.20,30.50,27.60,43.60,2.20,0.00,100.90
237.70,59.60,33.20,30.50,27.60,43.90,2.40,0.00,100.90
237.80,59.70,33.20,30.50,27.50,44.40,2.40,0.00,100.90
237.90,59.70,33.20,30.50,27.50,43.70,2.00,0.00,100.90
238.00,59.70,33.30,30.50,27.60,44.00,2.50,0.00,100.90
238.10,59.70,33.30,30.50,27.60,43.70,2.50,0.00,100.90
238.20,59.70,33.20,30.50,27.50,43.60,2.00,0.00,100.90
238.30,59.70,33.20,30.40,27.50,44.50,2.20,0.00,101.10
238.40,59.70,33.20,30.40,27.50,44.50,2.20,0.00,101.10
238.50,59.70,33.20,30.50,27.50,43.90,1.90,0.00,101.10
238.60,59.60,33.00,30.50,27.50,44.20,2.40,0.00,101.10
238.70,59.60,33.00,30.50,27.50,44.40,2.70,0.00,101.10
238.80,59.60,33.00,30.40,27.50,44.40,1.70,0.00,101.10
238.90,59.70,33.10,30.30,27.50,43.60,2.20,0.00,101.10
239.00,59.70,33.10,30.30,27.50,43.90,2.40,0.00,101.10
239.10,59.60,33.10,30.50,27.50,43.60,2.00,0.00,101.10
239.20,59.60,33.10,30.40,27.50,43.90,2.20,0.00,101.10
239.30,59.60,33.10,30.40,27.50,43.90,2.20,0.00,101.30
239.40,59.70,33.20,30.50,27.60,43.60,2.40,0.00,101.30
239.50,59.60,33.10,30.50,27.40,44.20,2.40,0.00,101.30
239.60,59.60,33.10,30.50,27.40,43.70,2.40,0.00,101.30
239.70,59.80,33.20,30.50,27.50,44.20,2.00,0.00,101.30
239.80,59.60,33.20,30.50,27.50,44.00,1.90,0.00,101.30
239.90,59.60,33.20,30.50,27.50,43.70,2.70,0.00,101.30
240.00,59.70,33.20,30.50,27.60,43.70,2.20,0.00,101.30
240.10,59.80,33.10,30.50,27.60,43.60,2.40,0.00,101.30
240.20,59.80,33.10,30.50,27.60,43.60,2.40,0.00,101.30
240.30,59.50,33.10,30.40,27.50,43.90,2.00,0.00,101.50
240.40,59.50,33.10,30.40,27.50,43.90,2.70,0.00,101.50
240.50,59.70,33.20,30.50,27.60,43.30,2.00,0.00,101.50
240.60,59.80,33.20,30.40,27.50,43.60,1.90,0.00,101.50
240.70,59.80,33.20,30.40,27.50,43.90,2.20,0.00,101.50
240.80,59.70,33.10,30.50,27.40,44.20,2.50,0.00,101.50
240.90,59.50,33.20,30.50,27.50,43.60,2.20,0.00,101.50
241.00,59.50,33.20,30.50,27.50,43.70,2.40,0.00,101.50
241.10,59.70,33.20,30.40,27.40,43.70,2.40,0.00,101.50
241.20,59.60,33.30,30.50,27.50,44.00,3.30,0.00,101.50
241.30,59.60,33.30,30.50,27.50,43.40,2.20,0.00,101.70
241.40,60.00,33.20,30.60,27.70,43.70,2.40,0.00,101.70
241.50,59.80,33.10,30.50,27.50,43.70,2.00,0.00,101.70
241.60,59.80,33.10,30.50,27.50,43.70,1.90,0.00,101.70
241.70,59.70,33.20,30.50,27.50,43.90,2.20,0.00,101.70
241.80,59.60,33.10,30.30,27.40,44.00,2.50,0.00,101.70
241.90,59.60,33.10,30.30,27.40,44.00,2.00,0.00,101.70
242.00,59.70,33.30,30.50,27.50,43.70,2.70,0.00,101.70
242.10,59.60,33.20,30.60,27.60,44.20,2.50,0.00,101.70
242.20,59.60,33.20,30.60,27.60,44.00,2.50,0.00,101.70
242.30,59.80,33.30,30.60,27.60,43.70,2.40,0.00,101.90
242.40,59.70,33.30,30.60,27.50,43.90,1.90,0.00,101.90
242.50,59.70,33.30,30.60,27.50,44.00,2.40,0.00,101.90
242.60,59.60,33.20,30.50,27.50,44.00,3.60,0.00,101.90
242.70,59.60,33.20,30.50,27.50,44.00,2.50,0.00,101.90
242.80,59.60,33.20,30.50,27.50,43.70,2.40,0.00,101.90
242.90,59.70,33.40,30.60,27.60,44.40,2.20,0.00,101.90
243.00,59.50,33.10,30.50,27.40,43.70,2.80,0.00,101.90
